title,abstract_localized.text,abstract_localized.language,abstract_localized.truncated
Deal room platform using artificial intelligence,"In embodiments, a method for managing documents in an electronic deal room associated with a document-intensive activity, the method comprising: receiving, by a processing system of a deal room platform, a request to upload a document to the electronic deal room from a user device associated with a user participating in the deal; receiving, by the processing system, the document from a document source; determining, by the processing system, a classification of the document based on one or more features of the document and a machine-learned document classification model that is trained to classify documents involved in document-intensive activities; identifying, by the processing system, one or more folders of an organizational structure having a plurality of folders corresponding to the electronic deal room based on the classification; and associating, by the processing system, the document with the one or more folders.",en,FALSE
,"In embodiments, a method for managing documents in an electronic deal room associated with a document-intensive activity, the method comprising: receiving, by a processing system of a deal room platform, a request to upload a document to the electronic deal room from a user device associated with a user participating in the deal; receiving, by the processing system, the document from a document source; determining, by the processing system, a classification of the document based on one or more features of the document and a machine-learned document classification model that is trained to classify documents involved in document-intensive activities; identifying, by the processing system, one or more folders of an organizational structure having a plurality of folders corresponding to the electronic deal room based on the classification; and associating, by the processing system, the document with the one or more folders.",en,FALSE
3-D inverse scattering by artificial intelligence : apparatus and method,"An unknown object is non-destructively and quantitatively evaluated for three-dimensional spatial distribution of a set of material constitutive parameters of the unknown object, using a multi-element array-source transducer and a multi-element array-detector transducer located near the unknown object. The array-source transducer exposes the array-detector transducer to a set of source-field patterns pursuant to a set of electrical input signals. An unknown object located near these transducers will be the cause of scattering, thus presenting a scattered-field pattern to the array detector transducer, for each pattern of the set of source-field patterns. In a related computation, a set of training signals is determined by evaluating on a computer the scattered field from a set of computer simulated training objects. A computer, a signal processor and a neural network operate from detector response to the computer simulated and unknown object scattered-field patterns, in each of two modes. In an initial mode, the neural network is &#34;trained&#34; or configured to process a set of transfer functions involved in array-detector response to scattered-field patterns evaluated by computer simulations for the known computer simulated objects; in another mode, the neural network utilizes its &#34;trained&#34; configuration in application to a set of transfer functions involved in array-detector response to scattered-field patterns produced by an unknown object, to generate estimates of the three-dimensional spatial distribution of the material constitutive parameters of the unknown object. In another embodiment, a set of the Biot poro-elastic material parameters of an unknown object is estimated.",en,FALSE
Methods and systems for employing artificial intelligence in automated orthodontic diagnosis and treatment planning,"A method for treating an orthodontic condition can include receiving patient data, such as through a website, accessing a database having information derived from patient treatments, generating a model of an orthodontic condition defining one or more anatomic features of a set of teeth, identifying a diagnosis of an orthodontic condition and identifying a treatment regimen for the diagnosis. A method can include tagging an anatomic feature with an electronic identifier and automatically generating a tooth setup. A system can include a server and a database, which can include information relating to patient treatments, and a website for receiving patient data. A system can include an electronic model representing anatomic features of a patient&#39;s teeth and an application adapted to identify a diagnosis and a treatment regimen for an orthodontic condition, which can include executing artificial intelligence and/or other algorithms.",en,FALSE
Computer-implemented system and method of facilitating artificial intelligence based revenue cycle management in healthcare,"A system and method of facilitating revenue cycle management in healthcare are disclosed. A voice module records a physician treating a patient. A speech to text engine converts the recorded voice into a text format to generate a transcription file. The rules are based on the outcome/learning of the artificial intelligence engine to processes the text to automatically populate data field(s) associated with the diagnosis and treatment in a transcription template. The artificial intelligence engine processes document(s) associated with the diagnosis and treatment of the patient to identify code(s) and populating coding field(s) with the code(s). The rules from the dynamic rules engine are used to processes data records associated with the patient to automatically populate field(s) in an insurance claim form of an insurance claim associated with the patient, and identify a payor to be billed with an appropriate amount determined based upon the code(s) identified.",en,FALSE
,"A system and method of facilitating revenue cycle management in healthcare are disclosed. A voice module records a physician treating a patient. A speech to text engine converts the recorded voice into a text format to generate a transcription file. The rules are based on the outcome/learning of the artificial intelligence engine to processes the text to automatically populate data field(s) associated with the diagnosis and treatment in a transcription template. The artificial intelligence engine processes document(s) associated with the diagnosis and treatment of the patient to identify code(s) and populating coding field(s) with the code(s). The rules from the dynamic rules engine are used to processes data records associated with the patient to automatically populate field(s) in an insurance claim form of an insurance claim associated with the patient, and identify a payor to be billed with an appropriate amount determined based upon the code(s) identified.",en,FALSE
Utilizing artificial intelligence to make a prediction about an entity based on user sentiment and transaction history,"A device receives comment information that is associated with users and includes comments provided by the users, about an entity, via social media sources, and receives transaction information that is associated with the users and includes financial transactions of the users with the entity. The device determines correlations between the comment information and the transaction information, where the correlations between the comment information and the transaction information provide weights to the comment information to generate weighted comment information. The device generates a prediction about a future stock price of the entity based on the weighted comment information, the transaction information, and the correlations between the comment information and the transaction information, and provides the prediction about the future stock price of the entity for display.",en,FALSE
,"A device receives comment information that is associated with users and includes comments provided by the users, about an entity, via social media sources, and receives transaction information that is associated with the users and includes financial transactions of the users with the entity. The device determines correlations between the comment information and the transaction information, where the correlations between the comment information and the transaction information provide weights to the comment information to generate weighted comment information. The device generates a prediction about a future stock price of the entity based on the weighted comment information, the transaction information, and the correlations between the comment information and the transaction information, and provides the prediction about the future stock price of the entity for display.",en,FALSE
Voiceprint login method and apparatus based on artificial intelligence,"Disclosed is a voiceprint login method based on artificial intelligence. The method includes: S1: receiving a login request from a user and acquiring user information of the user; S2: generating a login string and replacing at least one character of the login string according to character replacement reference information corresponding to the user information; S3: providing the login string after replacement to the user and receiving speech information of the user reading the login string; and S4: performing a login authentication on the user according to speech information of the user reading the login string. With the method, by using the voiceprint authentication method combining the voiceprint and the character replacement reference information set by the user, the safety of the voiceprint password is increased, and some characters are hidden according the user&#39;s preferences, which satisfies the user&#39;s psychological demand of not wishing the password to be displayed explicitly.",en,FALSE
"Smart wearables and non-wearable devices with embedded nfc (near field communication), vital health sensors, ultra violet germicidal irradiation (uvgi) and artificial intelligence/mobile/cloud based virtual assistant platform/technologies","A system with plurality of smart wearable and non-wearable having embedded NFC (Near Field Communication) tags, vital health sensors and UV-C germicidal irradiation sources; a computer mobile/cloud implemented platform with an artificial intelligence or machine learning powered virtual assistant; and a central cloud server is provided for prevention of spread of pathogens and for monitoring and/prediction of infection and timely intervention assistance for better health outcomes to the user, taking into account the underlying conditions of the user. The system includes a plurality of body wearables including, but not limited to, a hand glove, a footwear, a vest, a full body suit, a face mask, a footwear cover or a smart portables and at least one non-wearable portable smart device, and all of them with re-programmable NFC tags and UVGI source embedded within them, to dis-infect any surface the user desire, and to avoid touching any surfaces, and the same—each device of which having a plethora of various body health and viral monitoring sensors, embedded within them to transmit and upload data to mobile/cloud platform, to predict probability of infection and take necessary actions to provide better personalized health outcomes.",en,FALSE
,"A system with plurality of smart wearable and non-wearable having embedded NFC (Near Field Communication) tags, vital health sensors and UV-C germicidal irradiation sources; a computer mobile/cloud implemented platform with an artificial intelligence or machine learning powered virtual assistant; and a central cloud server is provided for prevention of spread of pathogens and for monitoring and/prediction of infection and timely intervention assistance for better health outcomes to the user, taking into account the underlying conditions of the user. The system includes a plurality of body wearables including, but not limited to, a hand glove, a footwear, a vest, a full body suit, a face mask, a footwear cover or a smart portables and at least one non-wearable portable smart device, and all of them with re-programmable NFC tags and UVGI source embedded within them, to dis-infect any surface the user desire, and to avoid touching any surfaces, and the same—each device of which having a plethora of various body health and viral monitoring sensors, embedded within them to transmit and upload data to mobile/cloud platform, to predict probability of infection and take necessary actions to provide better personalized health outcomes.",en,FALSE
Enhancing diagnosis of disorder through artificial intelligence and mobile health technologies without compromising accuracy,"A computer system for generating a diagnostic tool by applying artificial intelligence to an instrument for diagnosis of a disorder, such as autism. For autism, the instrument can be a caregiver-directed set of questions designed for an autism classification tool or an observation of the subject in a video, video conference, or in person and associated set of questions about behavior that are designed for use in a separate autism classification tool. The computer system can have one or more processors and memory to store one or more computer programs having instructions for generating a highly statistically accurate set of diagnostic items selected from the instrument, which are tested against a first test using a technique using artificial intelligence and a second test against an independent source. Also, a computer implemented method and a non-transitory computer-readable storage medium are disclosed.",en,FALSE
,"A computer system for generating a diagnostic tool by applying artificial intelligence to an instrument for diagnosis of a disorder, such as autism. For autism, the instrument can be a caregiver-directed set of questions designed for an autism classification tool or an observation of the subject in a video, video conference, or in person and associated set of questions about behavior that are designed for use in a separate autism classification tool. The computer system can have one or more processors and memory to store one or more computer programs having instructions for generating a highly statistically accurate set of diagnostic items selected from the instrument, which are tested against a first test using a technique using artificial intelligence and a second test against an independent source. Also, a computer implemented method and a non-transitory computer-readable storage medium are disclosed.",en,FALSE
Distributed artificial intelligence services on a cell phone,A cell phone having distributed artificial intelligence services is provided. The cell phone includes a neural network for performing a first pass of object recognition on an image to identify objects of interest therein based on one or more criterion. The cell phone also includes a patch generator for deriving patches from the objects of interest. Each of the patches includes a portion of a respective one of the objects of interest. The cell phone additionally includes a transmitter for transmitting the patches to a server for further processing in place of an entirety of the image to reduce network traffic.,en,FALSE
Systems and methods to provide artificial intelligence experiences,The present disclosure relates to providing artificial intelligence experiences. The artificial intelligence experiences may include a persistent virtual character. The artificial intelligence experiences are presented through an augmented reality system. The persistent virtual characters are associated with geo-locations. The persistent virtual characters are accessible to the user at the geolocation associated with the persistent virtual characters. A system managing the persistent virtual characters is continuously updated based on user interaction with the persistent virtual characters and information received from external sources. The persistent virtual characters manner of behavior toward the user is based on previous user interaction with the persistent virtual characters and information received from external sources.,en,FALSE
,The present disclosure relates to providing artificial intelligence experiences. The artificial intelligence experiences may include a persistent virtual character. The artificial intelligence experiences are presented through an augmented reality system. The persistent virtual characters are associated with geo-locations. The persistent virtual characters are accessible to the user at the geolocation associated with the persistent virtual characters. A system managing the persistent virtual characters is continuously updated based on user interaction with the persistent virtual characters and information received from external sources. The persistent virtual characters manner of behavior toward the user is based on previous user interaction with the persistent virtual characters and information received from external sources.,en,FALSE
Data transformation offloading in an artificial intelligence infrastructure,"Data transformation offloading in an artificial intelligence infrastructure that includes one or more storage systems and one or more graphical processing unit (‘GPU’) servers, including: storing, within the storage system, a dataset; identifying, in dependence upon one or more machine learning models to be executed on the GPU servers, one or more transformations to apply to the dataset; and generating, by the storage system in dependence upon the one or more transformations, a transformed dataset.",en,FALSE
,"Data transformation offloading in an artificial intelligence infrastructure that includes one or more storage systems and one or more graphical processing unit (‘GPU’) servers, including: storing, within the storage system, a dataset; identifying, in dependence upon one or more machine learning models to be executed on the GPU servers, one or more transformations to apply to the dataset; and generating, by the storage system in dependence upon the one or more transformations, a transformed dataset.",en,FALSE
"System, method, and computer program for evaluating confidence level of predicting a network situation in a communication network managed using artificial intelligence","A system, method, and computer program product are provided for evaluating confidence level of predicting a network situation in a communication network managed using artificial intelligence. In use, for a configuration of a communication network, at least one network situation is determined requiring a change of the configuration of the communication network. A minimal configuration time period is determined required to implement the change of the configuration of the communication network. Additionally, a detection entity including a first classifier is determined that includes one or more event log data associated with the configuration of the communication network, and that further includes a prediction of an occurrence of a particular network situation of the at least one network situation. Further, a first confidence level of the detection entity is determined, the first confidence level representing, at least in part, a probability of the prediction.",en,FALSE
,"A system, method, and computer program product are provided for evaluating confidence level of predicting a network situation in a communication network managed using artificial intelligence. In use, for a configuration of a communication network, at least one network situation is determined requiring a change of the configuration of the communication network. A minimal configuration time period is determined required to implement the change of the configuration of the communication network. Additionally, a detection entity including a first classifier is determined that includes one or more event log data associated with the configuration of the communication network, and that further includes a prediction of an occurrence of a particular network situation of the at least one network situation. Further, a first confidence level of the detection entity is determined, the first confidence level representing, at least in part, a probability of the prediction.",en,FALSE
Bioanalyte signal amplification and detection with artificial intelligence diagnosis,"This invention discloses a signal amplification sandwich structure for amplifying detection signals from proteins, nucleic acids and microbes using a plurality of an electrochemically detectable oligonucleotide tag bound to a multifunctional particle. The invention further discloses a method and device that uses the signal amplification sandwich structure to detect and/or quantify low levels of one or more biological analytes using an off-the-shelf point-of-care electrochemical potentiostat, like a glucose meter for virtually any biological analyte. The invention further discloses a method and device that applies an artificial intelligence (AI) system to recommend actions for assessment and diagnosis of a disease, outbreak or condition with an artificial intelligence learning system to incorporate improvements, additions and modifications to the artificial intelligence systems and its constituents.",en,FALSE
,"This invention discloses a signal amplification sandwich structure for amplifying detection signals from proteins, nucleic acids and microbes using a plurality of an electrochemically detectable oligonucleotide tag bound to a multifunctional particle. The invention further discloses a method and device that uses the signal amplification sandwich structure to detect and/or quantify low levels of one or more biological analytes using an off-the-shelf point-of-care electrochemical potentiostat, like a glucose meter for virtually any biological analyte. The invention further discloses a method and device that applies an artificial intelligence (AI) system to recommend actions for assessment and diagnosis of a disease, outbreak or condition with an artificial intelligence learning system to incorporate improvements, additions and modifications to the artificial intelligence systems and its constituents.",en,FALSE
"Multi-modal emotion recognition device, method, and storage medium using artificial intelligence","A multi-modal emotion recognition system is disclosed. The system includes a data input unit for receiving video data and voice data of a user, a data pre-processing unit including a voice pre-processing unit for generating voice feature data from the voice data and a video pre-processing unit for generating one or more face feature data from the video data, a preliminary inference unit for generating situation determination data as to whether or not the user&#39;s situation changes according to a temporal sequence based on the video data. The system further comprises a main inference unit for generating at least one sub feature map based on the voice feature data or the face feature data, and inferring the user&#39;s emotion state based on the sub feature map and the situation determination data.",en,FALSE
,"A multi-modal emotion recognition system is disclosed. The system includes a data input unit for receiving video data and voice data of a user, a data pre-processing unit including a voice pre-processing unit for generating voice feature data from the voice data and a video pre-processing unit for generating one or more face feature data from the video data, a preliminary inference unit for generating situation determination data as to whether or not the user&#39;s situation changes according to a temporal sequence based on the video data. The system further comprises a main inference unit for generating at least one sub feature map based on the voice feature data or the face feature data, and inferring the user&#39;s emotion state based on the sub feature map and the situation determination data.",en,FALSE
Secure artificial intelligence model deployment and inference distribution,"Techniques are described that that facilitate securely deploying artificial intelligence (AI) models and distributing inferences generated therefrom. According to an embodiment, a system is provided that comprises a memory that stores computer executable components, and a processor that executes the computer executable components stored in the memory. The computer executable components comprise an algorithm execution component that applies an AI model to input data and generates output data, and an encryption component that encrypts the output data using a proprietary encryption mechanism, resulting in encrypted output data. The proprietary encryption mechanism can include a mechanism that prevents usage and rendering of the encrypted output data without decryption of the encrypted output data using a proprietary decryption mechanism.",en,FALSE
,"Techniques are described that that facilitate securely deploying artificial intelligence (AI) models and distributing inferences generated therefrom. According to an embodiment, a system is provided that comprises a memory that stores computer executable components, and a processor that executes the computer executable components stored in the memory. The computer executable components comprise an algorithm execution component that applies an AI model to input data and generates output data, and an encryption component that encrypts the output data using a proprietary encryption mechanism, resulting in encrypted output data. The proprietary encryption mechanism can include a mechanism that prevents usage and rendering of the encrypted output data without decryption of the encrypted output data using a proprietary decryption mechanism.",en,FALSE
Systems and methods using artificial intelligence to analyze natural language sources based on personally-developed intelligent agent models,"A system and method for creating an intelligent agent model for providing an expert opinion on source data includes obtaining at least one first data source for training an intelligent agent model, receiving training input on the at least one first data source from an individual, extracting a set of relevant attributes of the at least one first data source based on the received training input, weighting the set of relevant attributes based on at least one of the received training input or prior received training input, forming at least one neural network that comprises the intelligent agent model based on the set of relevant attributes and the weighting, ranking or scoring at least one section of a second data source using the intelligent agent model, and outputting the ranking or scoring.",en,FALSE
,"A system and method for creating an intelligent agent model for providing an expert opinion on source data includes obtaining at least one first data source for training an intelligent agent model, receiving training input on the at least one first data source from an individual, extracting a set of relevant attributes of the at least one first data source based on the received training input, weighting the set of relevant attributes based on at least one of the received training input or prior received training input, forming at least one neural network that comprises the intelligent agent model based on the set of relevant attributes and the weighting, ranking or scoring at least one section of a second data source using the intelligent agent model, and outputting the ranking or scoring.",en,FALSE
Methods of implementing an artificial intelligence based neuroradiology platform for neurological tumor identification and for t-cell therapy initiation and tracking and related precision medical treatment predictive modeling platforms,A method of implementing an artificial intelligence based neuroradiology platform for neurological tumor identification comprises providing a multilayer convolutional network for neurological tumor identification configured for segmenting data sets of full neurologic scans into resolution voxels; supervised learning and validation of the platform by classification of tissue within classification voxels of a specific given training and validation data sets by the multilayer convolutional network for neurological tumor identification with each classification voxel of the training and validation data sets having a predetermined ground truth; and implementing the platform by classification of tissue within classification voxels of a specific given patient data sets by the multilayer convolutional network for neurological tumor identification with each classification voxel of each data set assigned a label. The platform may be used for T-cell therapy initiation and tracking. An artificial intelligence based neuroradiology platform implemented according to the method is disclosed.,en,FALSE
,A method of implementing an artificial intelligence based neuroradiology platform for neurological tumor identification comprises providing a multilayer convolutional network for neurological tumor identification configured for segmenting data sets of full neurologic scans into resolution voxels; supervised learning and validation of the platform by classification of tissue within classification voxels of a specific given training and validation data sets by the multilayer convolutional network for neurological tumor identification with each classification voxel of the training and validation data sets having a predetermined ground truth; and implementing the platform by classification of tissue within classification voxels of a specific given patient data sets by the multilayer convolutional network for neurological tumor identification with each classification voxel of each data set assigned a label. The platform may be used for T-cell therapy initiation and tracking. An artificial intelligence based neuroradiology platform implemented according to the method is disclosed.,en,FALSE
Facilitating artificial intelligence integration into systems using a distributed learning platform,"Techniques are described that facilitate integrating artificial intelligence (AI) informatics in healthcare systems using a distributed learning platform. In one embodiment, a computer-implemented is provided that comprises interfacing, by a system operatively coupled to a processor, with a medical imaging application that provides for viewing medical image data. The method further comprises, facilitating, by the system, generation of structured diagnostic data according to a defined ontology in association with usage of the imaging application to perform a clinical evaluation of the medical image data. The method further comprises providing, by the system, the structured diagnostic data to one or more machine learning systems, wherein based on the providing, the one or more machine learning systems employ the structured diagnostic data as training data to generate or train one or more diagnostic models configured to provide artificial intelligence-based diagnostic evaluations of new medical image data.",en,FALSE
,"Techniques are described that facilitate integrating artificial intelligence (AI) informatics in healthcare systems using a distributed learning platform. In one embodiment, a computer-implemented is provided that comprises interfacing, by a system operatively coupled to a processor, with a medical imaging application that provides for viewing medical image data. The method further comprises, facilitating, by the system, generation of structured diagnostic data according to a defined ontology in association with usage of the imaging application to perform a clinical evaluation of the medical image data. The method further comprises providing, by the system, the structured diagnostic data to one or more machine learning systems, wherein based on the providing, the one or more machine learning systems employ the structured diagnostic data as training data to generate or train one or more diagnostic models configured to provide artificial intelligence-based diagnostic evaluations of new medical image data.",en,FALSE
Precursor selection using an artificial intelligence algorithm increases proteomic sample coverage and reproducibility,"Described herein are mass spectrometry systems and methods which utilize a dynamic a new data acquisition/instrument control methodology. These systems and methods employ novel artificial intelligence algorithms to greatly increase quantitative and/or identification accuracy during data acquisition. In an embodiment, the algorithms can adapt the instrument methods and systems during data acquisition to direct data acquisition resources to increase quantitative or identification accuracy of target analytes, such as proteins, peptides, and peptide fragments.",en,FALSE
Partitioned artificial intelligence for networked games,"Partitioned artificial intelligence (AI) for networked gaming. An exemplary system splits the AI into a computationally lightweight server-side component and a computationally intensive client-side component to harness the aggregate computational power of numerous gaming clients. Aggregating resources of many, even thousands of client machines enhances game realism in a manner that would be prohibitively expensive on the central server. The system is tolerant of latency between server and clients. Deterministic and stateless client-side components enable rapid handoff, preemptive migration, and replication of the client-side AI to address problems of client failure and game exploitation. The partitioned AI can support tactical gaming navigation, a challenging task to offload because of sensitivity to latency. The tactical navigation AI calculates influence fields partitioned into server-side and client-side components by means of a Taylor-series approximation.",en,FALSE
Smartglasses and methods and systems for using artificial intelligence to control mobile devices used for displaying and presenting tasks and applications and enhancing presentation and display of augmented reality information,"Smartglasses, methods, and systems to control presentation and display of information related to mobile device tasks and applications to the smartglasses or a paired or connected smartwatch or smartphone, based on oral commands or requests, and enhance presentation and display augmented reality information, based on default settings of a device mobile application controlling display of information related to tasks and applications and oral override or switch commands. The smartglasses comprise corrective lenses, printed circuit board, battery, camera, microphone bone conducting speakers, connectivity module, artificial intelligence interface and run a smartglasses mobile application, the mobile application and artificial intelligence interface and are configured and programmed to communicate the requested tasks and applications to a mobile device application controlling display and presentation of information related to the requested tasks or applications, which can reside in the smartglasses, smartwatch, or smartphone.",en,FALSE
,"Smartglasses, methods, and systems to control presentation and display of information related to mobile device tasks and applications to the smartglasses or a paired or connected smartwatch or smartphone, based on oral commands or requests, and enhance presentation and display augmented reality information, based on default settings of a device mobile application controlling display of information related to tasks and applications and oral override or switch commands. The smartglasses comprise corrective lenses, printed circuit board, battery, camera, microphone bone conducting speakers, connectivity module, artificial intelligence interface and run a smartglasses mobile application, the mobile application and artificial intelligence interface and are configured and programmed to communicate the requested tasks and applications to a mobile device application controlling display and presentation of information related to the requested tasks or applications, which can reside in the smartglasses, smartwatch, or smartphone.",en,FALSE
Well performance classification using artificial intelligence and pattern recognition,"A heterogeneous classifier based on actual reservoir and well data is developed to qualitatively classify oil well producer performance, and based on the classification drill a new well into a producing reservoir or adjust fluid flows in an existing well. The data includes perforation interval(s), completion type, and how far or close the perforated zones are located relative to the free water level or gas cap. The data also include geological data, such as major geological bodies like regional faults and fractures. The features may be prioritized before classification. The classifier utilizes four different techniques to apply pattern recognition on reservoir simulation vector data to classify the wells. Three of the classification techniques are supervised learning methods: Bayesian classification, dynamic time warping and Neural Network. The fourth classification is an unsupervised method, clustering, to automate well grouping into similar categories.",en,FALSE
,"A heterogeneous classifier based on actual reservoir and well data is developed to qualitatively classify oil well producer performance, and based on the classification drill a new well into a producing reservoir or adjust fluid flows in an existing well. The data includes perforation interval(s), completion type, and how far or close the perforated zones are located relative to the free water level or gas cap. The data also include geological data, such as major geological bodies like regional faults and fractures. The features may be prioritized before classification. The classifier utilizes four different techniques to apply pattern recognition on reservoir simulation vector data to classify the wells. Three of the classification techniques are supervised learning methods: Bayesian classification, dynamic time warping and Neural Network. The fourth classification is an unsupervised method, clustering, to automate well grouping into similar categories.",en,FALSE
Using artificial intelligence and machine learning to automatically share desired digital media,"Artificial intelligence is utilized to automatically share a digital media. The digital media is detected. The media is analyzed using machine learning to identify whether the digital media is likely not desirable to share. In an event the digital media is not identified as not desirable to share, the digital media is automatically shared.",en,FALSE
,"Artificial intelligence is utilized to automatically share a digital media. The digital media is detected. The media is analyzed using machine learning to identify whether the digital media is likely not desirable to share. In an event the digital media is not identified as not desirable to share, the digital media is automatically shared.",en,FALSE
System and method for determining timing of response in a group communication using artificial intelligence,"Efficient use of channel bandwidth response, response timing, along with the ability to acquire the most accurate and up to date response are provided for management of virtual assistant search queries within a communication system ( 100 ). Improved management is obtained using an artificial intelligence (AI) server ( 104 ) controlling response activity to a query communication device ( 102 ) by incorporating one or more of: adjusting verbosity of responses ( 158 ), redirecting queries from the AI server to alternate resources ( 412 ), and/or prioritizing of a response ( 506 ) based on wait time.",en,FALSE
Distributed artificial intelligence extension modules for network switches,"Distributed machine learning systems and other distributed computing systems are improved by compute logic embedded in extension modules coupled directly to network switches. The compute logic performs collective actions, such as reduction operations, on gradients or other compute data processed by the nodes of the system. The reduction operations may include, for instance, summation, averaging, bitwise operations, and so forth. In this manner, the extension modules may take over some or all of the processing of the distributed system during the collective phase. An inline version of the module sits between a switch and the network. Data units carrying compute data are intercepted and processed using the compute logic, while other data units pass through the module transparently to or from the switch. Multiple modules may be connected to the switch, each coupled to a different group of nodes, and sharing intermediate results. A sidecar version is also described.",en,FALSE
,"Distributed machine learning systems and other distributed computing systems are improved by compute logic embedded in extension modules coupled directly to network switches. The compute logic performs collective actions, such as reduction operations, on gradients or other compute data processed by the nodes of the system. The reduction operations may include, for instance, summation, averaging, bitwise operations, and so forth. In this manner, the extension modules may take over some or all of the processing of the distributed system during the collective phase. An inline version of the module sits between a switch and the network. Data units carrying compute data are intercepted and processed using the compute logic, while other data units pass through the module transparently to or from the switch. Multiple modules may be connected to the switch, each coupled to a different group of nodes, and sharing intermediate results. A sidecar version is also described.",en,FALSE
"Encryption, decryption, and key generation apparatus and method involving diophantine equation and artificial intelligence","Embodiments of the invention relate to symmetric encryption that converts plain text to Diophantine equations, i.e. cipher text, and creates a symmetric key which is held by a sender (or encryption apparatus) and a recipient (or decryption apparatus). The key is used by the decryption apparatus to decrypt the Diophantine equations, and convert them to original plain text. Particularly, undecidable encryption and artificial intelligence (AI) are employed in combination. More particularly, the AI would exclude any class of Diophantine equations which has been solved or deciphered without key, or known to be solvable. In the event certain classes of Diophantine equations are solved in the future, the AI will exclude the use of these solved or solvable classes of Diophantine equation in encryption.",en,FALSE
,"Embodiments of the invention relate to symmetric encryption that converts plain text to Diophantine equations, i.e. cipher text, and creates a symmetric key which is held by a sender (or encryption apparatus) and a recipient (or decryption apparatus). The key is used by the decryption apparatus to decrypt the Diophantine equations, and convert them to original plain text. Particularly, undecidable encryption and artificial intelligence (AI) are employed in combination. More particularly, the AI would exclude any class of Diophantine equations which has been solved or deciphered without key, or known to be solvable. In the event certain classes of Diophantine equations are solved in the future, the AI will exclude the use of these solved or solvable classes of Diophantine equation in encryption.",en,FALSE
Automatically generating datasets by processing collaboration forums using artificial intelligence techniques,"Methods, systems, and computer program products for automatically generating datasets by processing collaboration forums using artificial intelligence techniques are provided herein. A computer-implemented method includes obtaining conversational data from collaboration forum sources; classifying, using a first set of artificial intelligence techniques, at least a portion of the conversational data into categories based on designated applications; extracting information, pertaining to test case-related issues, from at least a portion of the classified data; verifying at least a portion of the extracted information by analyzing, using a second set of artificial intelligence techniques, portions of the conversational data attributed to multiple entities and related to the extracted information; generating, using the verified information, one or more datasets related to at least one of the test case-related issues for at least one of the designated applications; performing at least one automated action based on the one or more generated datasets.",en,FALSE
,"Methods, systems, and computer program products for automatically generating datasets by processing collaboration forums using artificial intelligence techniques are provided herein. A computer-implemented method includes obtaining conversational data from collaboration forum sources; classifying, using a first set of artificial intelligence techniques, at least a portion of the conversational data into categories based on designated applications; extracting information, pertaining to test case-related issues, from at least a portion of the classified data; verifying at least a portion of the extracted information by analyzing, using a second set of artificial intelligence techniques, portions of the conversational data attributed to multiple entities and related to the extracted information; generating, using the verified information, one or more datasets related to at least one of the test case-related issues for at least one of the designated applications; performing at least one automated action based on the one or more generated datasets.",en,FALSE
